Temperature,Humidity,Rainfall,pH,N,P,K,Soil,Crop,Fertilizer
23.56,17.63,76.17,7.67,43.7,56.4,67.6,clay loam,chickpea,DAP and MOP
26.04,85.16,100.19,6.89,15.5,23.4,13.2,clay loam,orange,Good NPK
26.27,69.15,69.54,6.24,22.3,61.4,15.3,laterite,blackgram,Good NPK
27.74,80.41,80.93,6.04,134.4,42.5,16.6,clay loam,cotton,Urea and MOP
21.15,18.9,86.08,7.25,40.2,74.9,77.2,clay loam,chickpea,DAP and MOP
21.13,88.99,180.83,6.41,75.6,41.4,35.8,silty clay,rice,Urea and DAP
23.89,77.94,197.36,6.13,68.1,43.5,37.6,Clayey,jute,Urea and DAP
35.97,94.25,140.55,6.01,47.6,49.9,54.8,Clayey,papaya,Urea and DAP
31.0,57.92,150.87,6.74,18.9,66.8,16.9,clay loam,pigeonpeas,Good NPK
25.56,60.65,149.31,6.0,102.9,34.4,33.7,clay loam,coffee,Good NPK
27.6,81.81,49.12,6.54,101.4,15.2,50.0,sandy,watermelon,Urea and MOP
20.48,21.27,68.92,7.69,49.2,64.8,66.6,alluvial,chickpea,DAP and MOP
26.87,88.39,202.52,6.79,73.4,38.3,36.6,silty clay,rice,Urea and DAP
31.21,94.35,100.51,6.23,20.4,23.3,8.9,alluvial,orange,MOP
34.8,69.86,67.44,6.53,16.6,68.8,21.7,laterite,blackgram,Good NPK
28.99,82.83,104.51,6.1,91.4,68.5,53.4,clay loam,banana,Good NPK
29.11,87.57,50.46,6.61,98.5,13.1,48.6,clay loam,watermelon,Urea and MOP
31.45,48.45,145.58,6.11,20.7,66.6,19.9,clay loam,pigeonpeas,Good NPK
29.29,78.13,90.19,7.18,115.4,59.5,15.7,alluvial,cotton,Urea and MOP
26.3,79.37,196.81,6.81,71.7,53.5,36.5,alluvial,jute,Urea and DAP
27.61,56.83,154.53,6.4,102.1,27.3,31.3,alluvial,coffee,Good NPK
26.93,81.29,60.6,6.45,19.7,72.2,18.0,alluvial,mungbean,Urea and DAP
29.09,86.22,103.71,5.67,93.4,61.4,54.1,clay loam,banana,Good NPK
30.44,82.32,52.95,7.27,17.0,65.9,17.1,clay loam,mungbean,Urea and DAP
23.74,89.32,189.38,6.74,83.2,48.9,36.2,silty clay,jute,Urea and DAP
14.77,88.64,73.56,6.48,22.6,121.5,210.0,clay loam,grapes,DAP and MOP
26.54,52.93,94.24,7.33,16.0,24.2,30.6,laterite,mango,Urea and DAP
29.16,91.73,28.17,6.43,106.1,11.3,49.6,alluvial,muskmelon,Good NPK
21.62,92.01,120.43,5.61,16.2,137.2,201.1,clay loam,apple,DAP and MOP
25.75,83.94,83.62,7.69,134.5,46.9,21.5,alluvial,cotton,Urea and MOP
28.98,89.51,50.31,6.63,103.9,9.5,49.9,clay loam,watermelon,DAP
25.79,60.66,156.69,6.15,102.1,33.9,34.8,clay loam,coffee,Good NPK
19.12,73.49,49.71,7.07,21.2,67.8,22.0,clay loam,lentil,DAP and MOP
31.54,87.06,104.62,6.47,22.0,20.0,11.4,coastal,orange,Good NPK
20.89,65.87,86.01,6.99,85.2,49.4,43.1,sandy,maize,Good NPK
37.2,94.72,142.54,6.27,51.3,51.3,51.5,Clayey,papaya,Urea and DAP
18.34,90.4,111.75,6.99,20.8,66.1,36.9,clay loam,pomegranate,Urea and MOP
37.5,94.85,151.46,6.63,51.2,44.2,50.7,Clayey,papaya,Urea and DAP
27.89,45.86,99.45,7.37,22.0,20.1,33.7,laterite,mango,Urea and DAP
18.83,72.25,52.83,6.62,23.7,72.6,18.5,sandy,lentil,DAP and MOP
36.21,94.85,146.28,6.14,50.4,54.7,49.3,sandy,papaya,Urea and DAP
23.56,75.01,85.43,7.22,118.7,52.3,17.3,Clayey,cotton,Urea and MOP
21.37,65.9,53.07,7.92,19.3,66.9,15.9,clay loam,lentil,DAP and MOP
29.26,76.9,89.2,6.69,125.7,42.7,24.3,Clayey,cotton,Urea and MOP
20.35,91.84,105.81,6.54,23.2,59.7,41.6,clay loam,pomegranate,Urea and MOP
26.55,91.03,163.62,7.58,4.3,4.3,5.0,coastal,coconut,Urea
20.58,64.25,98.95,7.46,86.6,50.1,40.1,clay loam,maize,Good NPK
23.73,88.94,193.65,6.68,62.8,42.9,41.2,Clayey,rice,Urea and DAP
26.93,75.63,161.91,6.99,73.8,44.4,37.9,silty clay,jute,Urea and DAP
27.51,57.66,50.28,4.95,19.3,47.6,24.2,sandy,mothbeans,DAP and MOP
29.59,48.5,109.61,6.76,15.6,24.1,29.2,alluvial,mango,Urea and DAP
11.57,82.63,69.98,6.06,20.1,123.2,206.1,alluvial,grapes,DAP and MOP
29.95,84.59,80.72,6.01,123.1,57.3,24.4,Clayey,cotton,Urea and MOP
24.83,92.04,177.37,6.79,4.4,5.3,5.1,laterite,coconut,Urea
23.34,56.53,103.7,7.34,72.0,47.6,47.3,sandy,maize,Good NPK
28.4,88.32,23.15,6.47,107.9,15.6,52.9,alluvial,muskmelon,Good NPK
30.74,86.31,29.96,6.82,101.0,12.2,49.1,sandy,muskmelon,Good NPK
22.85,87.45,108.74,7.28,15.5,17.4,13.5,alluvial,orange,Good NPK
28.31,56.17,43.92,4.74,19.7,40.9,22.0,sandy,mothbeans,DAP and MOP
25.78,89.55,62.19,6.37,16.9,71.4,20.4,sandy,mungbean,Urea and DAP
23.96,76.61,83.08,6.15,118.2,40.2,19.2,Clayey,cotton,Urea and MOP
31.6,87.76,108.45,6.37,15.4,18.2,14.1,coastal,orange,Good NPK
31.71,50.23,94.11,7.3,17.1,19.9,25.2,laterite,mango,Urea and DAP
26.65,89.51,236.87,6.36,78.1,35.9,38.2,Clayey,rice,Urea and DAP
25.38,58.43,80.03,7.32,79.3,53.8,40.1,alluvial,maize,Good NPK
31.27,50.78,148.13,6.87,21.3,62.5,15.5,clay loam,pigeonpeas,Good NPK
26.85,50.12,106.32,7.48,15.1,15.8,26.3,laterite,mango,Urea and DAP
19.43,21.13,65.63,7.45,35.5,66.9,75.1,alluvial,chickpea,DAP and MOP
27.37,58.27,146.37,6.06,101.2,25.7,30.0,alluvial,coffee,Good NPK
28.69,88.26,104.39,6.86,24.0,22.9,12.7,clay loam,orange,Good NPK
29.97,52.53,111.98,7.15,18.7,19.0,25.0,alluvial,mango,Urea and DAP
15.23,87.92,71.68,5.79,23.0,143.0,204.0,alluvial,grapes,DAP and MOP
23.8,81.41,186.71,6.7,76.6,38.6,37.8,laterite,rice,Urea and DAP
32.5,81.56,109.49,6.9,95.7,70.0,51.3,alluvial,banana,Good NPK
25.64,84.79,170.23,6.16,74.3,40.1,41.5,Clayey,jute,Urea and DAP
27.62,87.58,107.8,5.55,90.7,61.8,46.1,clay loam,banana,Good NPK
30.99,47.69,146.83,6.41,17.8,58.1,21.4,clay loam,pigeonpeas,Good NPK
30.0,91.25,103.26,6.7,20.3,18.3,9.7,clay loam,orange,MOP
23.25,22.32,69.9,6.75,44.9,74.6,68.1,sandy,chickpea,DAP and MOP
26.97,88.49,47.56,6.87,102.8,11.0,51.4,sandy,watermelon,Urea and MOP
24.2,68.4,49.35,7.71,24.6,65.1,15.8,clay loam,lentil,DAP and MOP
25.4,83.56,190.03,6.04,69.0,45.8,39.7,Clayey,jute,Urea and DAP
20.87,70.58,45.86,6.61,15.7,74.9,19.1,sandy,lentil,DAP and MOP
22.0,94.96,110.79,5.65,24.7,139.3,208.5,alluvial,apple,DAP and MOP
26.35,57.58,159.29,6.12,107.2,32.3,28.4,clay loam,coffee,Good NPK
33.28,80.01,49.82,6.46,17.3,71.4,18.4,sandy,mungbean,Urea and DAP
19.75,24.34,103.14,7.0,21.8,73.9,17.7,clay loam,kidneybeans,DAP and MOP
25.03,76.24,181.86,6.74,79.4,49.2,35.7,silty clay,jute,Urea and DAP
36.98,92.06,151.78,6.15,50.6,39.9,54.8,alluvial,papaya,Urea and DAP
24.06,16.23,81.44,7.06,39.8,55.7,65.9,clay loam,chickpea,DAP and MOP
22.49,93.89,109.25,7.0,16.9,20.4,14.8,clay loam,orange,Good NPK
27.32,80.32,58.87,6.47,97.4,13.2,50.7,sandy,watermelon,Urea and MOP
35.75,90.74,29.24,6.7,107.2,10.0,54.2,sandy,muskmelon,Good NPK
23.57,66.29,106.43,5.82,86.7,52.0,46.8,alluvial,maize,Good NPK
23.4,76.86,92.99,7.12,128.4,40.5,19.7,clay loam,cotton,Urea and MOP
28.38,59.83,143.79,5.05,18.4,69.6,20.7,alluvial,pigeonpeas,Good NPK
26.53,81.81,89.01,6.49,132.0,59.1,17.1,alluvial,cotton,Urea and MOP
27.77,91.27,163.81,5.18,5.7,4.8,5.3,sandy,coconut,DAP
30.7,85.82,49.8,7.07,23.1,61.9,16.1,clay loam,mungbean,Urea and DAP
20.33,73.64,51.94,6.62,20.6,65.6,21.6,clay loam,lentil,DAP and MOP
26.04,58.73,158.01,6.25,98.0,27.5,27.9,clay loam,coffee,Good NPK
34.33,52.85,47.98,4.32,15.7,41.0,18.0,alluvial,mothbeans,DAP and MOP
26.09,89.22,173.39,6.12,65.9,50.2,39.9,alluvial,jute,Urea and DAP
28.41,76.0,84.56,7.76,120.4,56.6,15.8,Clayey,cotton,Urea and MOP
23.44,90.61,113.19,6.3,15.7,68.9,40.7,alluvial,pomegranate,Urea and MOP
27.94,46.72,151.76,6.88,21.5,60.5,16.8,clay loam,pigeonpeas,Good NPK
25.03,90.92,170.62,7.66,4.2,4.7,4.3,coastal,coconut,Urea
37.66,92.56,146.89,6.31,51.3,45.8,54.3,alluvial,papaya,Urea and DAP
24.98,80.86,194.11,6.47,69.8,53.2,44.8,alluvial,jute,Urea and DAP
32.6,52.74,105.3,6.41,21.9,18.7,27.6,sandy,mango,Urea and DAP
25.29,64.83,82.61,6.6,87.8,54.6,48.6,clay loam,maize,Good NPK
25.75,82.48,182.11,6.19,81.3,41.2,38.4,Clayey,jute,Urea and DAP
24.31,81.2,86.96,7.83,122.0,56.6,23.9,Clayey,cotton,Urea and MOP
28.6,87.19,54.59,6.88,96.3,12.3,45.6,clay loam,watermelon,Urea and MOP
31.12,48.2,140.1,6.88,16.7,57.3,19.5,laterite,pigeonpeas,Good NPK
25.77,64.42,162.68,6.46,103.1,34.6,30.2,laterite,coffee,Good NPK
18.72,91.6,103.49,6.8,21.7,74.5,41.1,alluvial,pomegranate,Urea and MOP
23.67,60.23,156.07,6.37,103.6,26.2,29.6,clay loam,coffee,Good NPK
32.74,83.86,62.12,6.76,22.3,71.3,17.6,clay loam,mungbean,Urea and DAP
33.28,94.89,147.35,6.79,49.6,35.3,49.8,alluvial,papaya,Urea and DAP
29.35,80.31,56.38,6.75,110.3,12.7,45.7,clay loam,watermelon,Urea and MOP
31.17,47.34,151.71,5.96,16.0,71.6,22.1,laterite,pigeonpeas,Good NPK
25.71,87.65,49.76,6.47,104.8,12.3,47.0,sandy,watermelon,Urea and MOP
20.91,69.6,87.63,6.66,79.6,51.9,40.2,clay loam,maize,Good NPK
25.58,46.41,100.93,6.93,15.9,21.7,34.0,laterite,mango,Urea and DAP
14.54,83.78,65.09,5.51,24.5,145.0,198.5,laterite,grapes,DAP and MOP
30.11,86.04,61.57,6.69,20.5,58.8,22.2,sandy,mungbean,Urea and DAP
18.52,69.54,107.83,7.27,73.7,52.8,43.5,alluvial,maize,Good NPK
34.4,69.53,71.24,5.86,20.7,57.0,19.5,laterite,blackgram,Good NPK
23.68,94.78,121.98,6.27,19.5,136.6,205.6,alluvial,apple,DAP and MOP
27.32,82.79,83.45,7.13,133.2,44.5,16.9,alluvial,cotton,Urea and MOP
21.68,92.93,109.61,6.32,20.6,69.6,38.5,clay loam,pomegranate,Urea and MOP
24.44,62.82,92.93,7.14,77.9,50.5,47.5,clay loam,maize,Good NPK
31.55,88.33,106.06,6.85,18.2,17.4,10.6,alluvial,orange,Good NPK
22.3,67.87,49.53,7.47,23.7,67.7,16.6,clay loam,lentil,DAP and MOP
24.67,95.01,160.93,6.08,5.1,5.4,4.5,coastal,coconut,MOP
22.6,29.81,91.07,7.8,35.9,73.4,66.7,sandy,chickpea,DAP and MOP
19.88,25.8,66.31,7.05,43.2,60.0,68.3,clay loam,chickpea,DAP and MOP
30.41,60.53,65.56,6.55,21.0,69.8,15.3,laterite,blackgram,Good NPK
25.92,53.3,150.56,6.28,19.3,68.9,19.6,laterite,pigeonpeas,Good NPK
20.47,63.31,104.89,6.8,88.3,46.2,45.8,clay loam,maize,Good NPK
9.17,84.54,71.87,6.26,17.4,124.2,206.6,clay loam,grapes,DAP and MOP
24.51,23.63,100.37,7.64,41.0,55.9,74.5,sandy,chickpea,DAP and MOP
32.01,92.65,24.13,6.92,103.6,11.5,45.7,alluvial,muskmelon,Good NPK
24.6,70.23,49.14,6.05,23.0,66.7,24.6,alluvial,lentil,DAP and MOP
23.81,18.45,100.19,6.39,41.2,71.2,76.1,alluvial,chickpea,DAP and MOP
31.86,89.06,20.23,6.17,102.4,13.7,45.4,sandy,muskmelon,Good NPK
36.24,93.39,143.52,6.88,53.4,41.3,50.7,Clayey,papaya,Urea and DAP
23.81,90.66,111.09,6.96,24.8,24.7,9.3,alluvial,orange,MOP
27.75,63.98,68.38,6.9,19.6,70.7,24.5,alluvial,blackgram,Good NPK
34.0,93.87,149.52,6.71,49.6,39.1,48.0,sandy,papaya,Urea and DAP
27.54,59.11,159.02,6.19,97.5,34.7,27.8,alluvial,coffee,Good NPK
34.2,45.49,111.34,6.65,15.4,20.0,30.8,laterite,mango,Urea and DAP
29.5,86.76,100.42,6.56,23.9,17.5,8.7,coastal,orange,MOP
31.52,94.06,23.5,6.98,113.2,15.6,53.3,alluvial,muskmelon,Good NPK
21.32,19.3,123.42,6.34,19.8,62.2,24.5,sandy,kidneybeans,DAP and MOP
8.46,82.21,70.48,5.91,18.4,137.9,206.1,laterite,grapes,DAP and MOP
36.92,94.07,150.54,6.93,53.7,35.7,49.0,sandy,papaya,Urea and DAP
25.5,68.17,47.95,6.97,21.7,59.8,22.4,sandy,lentil,DAP and MOP
23.82,92.94,116.75,5.97,19.3,134.8,198.5,clay loam,apple,DAP and MOP
26.95,81.66,51.56,7.37,23.8,66.1,20.3,alluvial,mungbean,Urea and DAP
26.79,88.32,196.36,5.82,72.0,42.1,35.2,Clayey,rice,Urea and DAP
27.37,88.83,46.11,6.15,17.1,72.3,24.6,alluvial,mungbean,Urea and DAP
25.02,91.35,111.78,6.87,20.3,16.1,15.9,coastal,orange,Good NPK
16.19,86.31,68.7,6.37,24.3,128.6,209.5,clay loam,grapes,DAP and MOP
25.58,89.19,183.81,6.28,80.9,48.6,43.7,Clayey,jute,Urea and DAP
24.0,93.15,121.73,6.69,18.7,127.5,207.9,alluvial,apple,DAP and MOP
27.49,92.33,147.82,5.36,4.1,5.9,4.6,sandy,coconut,Urea
30.03,45.68,110.15,6.95,17.6,20.0,32.4,laterite,mango,Urea and DAP
24.57,60.06,151.44,6.33,110.9,33.6,33.5,alluvial,coffee,Good NPK
26.33,89.68,106.38,7.48,16.6,20.2,14.3,alluvial,orange,Good NPK
24.49,83.85,80.3,7.96,124.7,53.4,18.7,Clayey,cotton,Urea and MOP
33.46,81.14,61.56,6.38,22.8,70.0,19.6,clay loam,mungbean,Urea and DAP
30.08,87.5,55.29,6.47,24.3,57.6,23.0,sandy,mungbean,Urea and DAP
15.04,85.31,67.01,6.38,16.3,129.4,205.1,clay loam,grapes,DAP and MOP
20.45,18.88,104.55,6.41,19.7,63.9,24.9,alluvial,kidneybeans,DAP and MOP
28.96,86.13,50.99,7.21,18.8,57.1,20.3,clay loam,mungbean,Urea and DAP
31.57,90.13,29.6,6.68,107.8,15.0,51.8,coastal,muskmelon,Good NPK
36.63,88.93,22.74,6.0,113.9,9.2,46.8,coastal,muskmelon,DAP
33.42,60.3,69.6,6.77,21.0,69.8,17.1,clay loam,blackgram,Good NPK
10.2,87.3,73.59,6.72,16.2,120.4,208.4,alluvial,grapes,DAP and MOP
37.77,91.15,154.1,6.25,48.2,44.7,53.1,Clayey,papaya,Urea and DAP
20.43,91.13,107.19,5.89,23.7,75.0,41.1,alluvial,pomegranate,Urea and MOP
27.55,80.12,55.54,6.03,107.1,14.0,54.4,sandy,watermelon,Urea and MOP
29.75,90.15,27.23,6.26,108.1,8.1,53.3,alluvial,muskmelon,DAP
31.01,90.39,23.21,6.78,108.2,8.5,46.7,sandy,muskmelon,DAP
35.84,90.75,24.18,6.12,99.5,11.3,54.9,coastal,muskmelon,Good NPK
26.5,88.26,177.13,6.11,71.6,44.9,41.1,alluvial,jute,Urea and DAP
21.31,93.55,114.6,5.81,16.9,138.6,196.9,clay loam,apple,DAP and MOP
26.2,91.13,108.19,7.14,18.3,16.5,13.0,alluvial,orange,Good NPK
25.48,84.97,52.06,6.81,97.9,10.5,50.7,alluvial,watermelon,Urea and MOP
24.23,61.74,161.76,6.02,114.8,31.7,32.5,laterite,coffee,Good NPK
27.48,62.44,164.64,6.05,101.0,28.2,26.8,alluvial,coffee,Good NPK
31.36,92.77,102.61,6.23,18.9,20.3,12.8,clay loam,orange,Good NPK
28.28,87.9,106.5,5.68,99.0,58.7,51.4,Clayey,banana,Good NPK
31.83,61.84,69.29,6.73,20.8,64.3,23.2,clay loam,blackgram,Good NPK
22.61,93.99,114.72,6.39,21.7,139.5,206.6,alluvial,apple,DAP and MOP
24.35,90.7,147.62,7.15,4.4,5.7,5.4,coastal,coconut,Urea
34.05,91.0,151.42,6.94,51.3,36.6,49.9,alluvial,papaya,Urea and DAP
31.6,53.36,103.08,6.94,17.7,20.1,26.1,sandy,mango,Urea and DAP
30.3,79.35,101.77,6.44,108.3,59.8,46.7,alluvial,banana,Good NPK
31.65,53.35,42.69,4.53,15.2,54.6,18.2,sandy,mothbeans,DAP and MOP
25.03,87.96,113.0,6.75,20.5,24.1,13.0,coastal,orange,Good NPK
37.91,94.33,141.67,6.58,46.9,50.9,45.3,Clayey,papaya,Urea and DAP
23.74,84.91,82.98,6.49,123.7,49.1,20.5,alluvial,cotton,Urea and MOP
23.66,83.59,215.32,6.82,63.3,43.1,41.7,laterite,rice,Urea and DAP
29.52,87.85,105.04,6.92,99.5,63.2,52.3,alluvial,banana,Good NPK
32.22,45.6,50.33,4.72,23.8,59.4,16.8,laterite,mothbeans,DAP and MOP
19.13,69.06,50.41,6.97,18.7,65.0,22.3,clay loam,lentil,DAP and MOP
33.98,89.36,23.56,6.98,109.5,10.8,48.1,sandy,muskmelon,Good NPK
26.19,90.53,176.41,7.99,5.5,5.4,4.1,sandy,coconut,MOP
32.63,83.8,114.73,5.89,112.0,75.0,47.4,alluvial,banana,Good NPK
17.32,20.25,84.87,7.19,42.8,67.1,73.2,alluvial,chickpea,DAP and MOP
21.25,23.72,127.18,6.75,21.7,70.9,17.5,clay loam,kidneybeans,DAP and MOP
26.31,70.71,50.23,7.21,21.5,72.5,15.4,clay loam,lentil,DAP and MOP
16.03,23.48,116.66,6.97,15.1,64.0,24.8,clay loam,kidneybeans,DAP and MOP
24.8,58.25,145.91,6.26,114.6,33.0,33.6,laterite,coffee,Good NPK
29.94,85.98,114.17,6.08,92.3,65.3,50.6,alluvial,banana,Good NPK
35.88,87.54,26.88,6.76,98.4,13.2,51.1,sandy,muskmelon,Good NPK
22.39,90.77,107.72,6.78,21.5,62.8,36.9,clay loam,pomegranate,Urea and MOP
23.98,93.39,111.62,5.85,15.2,135.3,206.0,alluvial,apple,DAP and MOP
26.45,91.44,156.45,7.6,5.0,5.5,4.3,laterite,coconut,MOP
24.5,68.03,47.79,6.92,19.5,59.1,20.7,alluvial,lentil,DAP and MOP
35.46,91.48,145.91,6.77,49.2,39.0,48.9,Clayey,papaya,Urea and DAP
32.15,46.03,42.33,4.75,21.6,59.4,20.6,laterite,mothbeans,DAP and MOP
25.5,61.5,70.76,6.31,23.5,60.8,24.5,laterite,blackgram,Good NPK
24.98,94.61,152.6,5.04,4.1,5.7,5.6,coastal,coconut,Urea
16.22,16.9,72.26,7.36,44.3,60.5,71.2,sandy,chickpea,DAP and MOP
26.43,84.12,171.67,6.67,62.0,51.9,38.2,Clayey,jute,Urea and DAP
35.84,93.95,154.93,6.7,53.8,53.8,49.1,Clayey,papaya,Urea and DAP
15.45,20.9,111.75,6.9,23.2,65.3,19.6,alluvial,kidneybeans,DAP and MOP
30.22,56.92,145.17,6.77,15.8,71.6,18.5,clay loam,pigeonpeas,Good NPK
26.76,87.99,103.91,6.48,16.1,21.8,10.1,coastal,orange,Good NPK
23.65,19.57,108.7,5.96,20.5,62.9,16.3,clay loam,kidneybeans,DAP and MOP
21.93,93.08,113.27,6.3,24.1,120.9,198.3,alluvial,apple,DAP and MOP
31.29,50.54,108.31,7.47,21.1,21.3,31.4,laterite,mango,Urea and DAP
28.59,87.15,24.33,7.0,108.7,9.7,53.6,sandy,muskmelon,DAP
25.98,86.19,185.75,6.67,70.4,44.5,35.5,silty clay,jute,Urea and DAP
25.62,51.55,109.5,5.52,20.3,23.4,30.8,alluvial,mango,Urea and DAP
24.85,80.26,54.0,6.8,111.7,14.5,50.3,clay loam,watermelon,Urea and MOP
22.47,85.84,267.7,5.62,65.5,36.9,39.6,laterite,rice,Urea and DAP
24.38,84.96,189.06,6.9,67.8,48.7,42.3,silty clay,jute,Urea and DAP
33.19,50.47,97.88,5.58,20.7,24.5,30.2,sandy,mango,Urea and DAP
34.02,50.16,149.88,6.47,16.6,57.3,20.5,laterite,pigeonpeas,Good NPK
20.23,18.55,106.78,6.96,22.7,55.0,19.2,clay loam,kidneybeans,DAP and MOP
29.07,67.62,65.09,5.72,24.6,72.0,23.6,laterite,blackgram,Good NPK
34.78,67.73,72.78,5.66,21.0,65.6,20.6,alluvial,blackgram,Good NPK
32.91,87.05,103.06,6.57,106.7,55.8,48.9,alluvial,banana,Good NPK
24.64,72.09,53.89,6.36,15.1,63.3,16.6,clay loam,lentil,DAP and MOP
22.2,26.67,124.64,6.18,19.2,70.2,16.9,clay loam,kidneybeans,DAP and MOP
31.52,85.91,114.05,5.5,103.7,59.4,49.3,Clayey,banana,Good NPK
8.47,80.96,71.47,6.49,24.1,121.0,201.5,laterite,grapes,DAP and MOP
28.55,45.78,146.35,5.06,24.2,66.7,20.9,laterite,pigeonpeas,Good NPK
21.37,65.18,50.5,6.8,15.9,64.3,16.7,sandy,lentil,DAP and MOP
22.0,90.22,109.35,5.99,21.0,61.5,44.8,clay loam,pomegranate,Urea and MOP
26.92,78.23,91.77,7.65,129.4,40.9,17.0,clay loam,cotton,Urea and MOP
16.85,28.68,68.48,6.85,33.7,60.9,76.9,alluvial,chickpea,DAP and MOP
22.26,69.52,106.06,5.87,83.0,48.7,48.6,sandy,maize,Good NPK
22.04,93.76,122.56,6.14,22.1,142.4,198.5,alluvial,apple,DAP and MOP
26.85,61.82,73.45,6.27,22.5,59.7,16.4,clay loam,blackgram,Good NPK
22.47,92.51,110.05,6.43,18.6,122.7,209.2,alluvial,apple,DAP and MOP
29.41,49.79,99.87,7.29,24.6,20.0,26.1,laterite,mango,Urea and DAP
33.14,75.54,109.93,6.29,99.8,63.1,46.3,Clayey,banana,Good NPK
22.88,92.74,115.16,5.85,18.9,123.8,200.7,clay loam,apple,DAP and MOP
24.39,80.47,88.49,7.99,126.7,49.6,20.5,Clayey,cotton,Urea and MOP
22.26,88.49,243.8,5.7,67.2,37.5,38.0,laterite,rice,Urea and DAP
28.42,63.39,71.8,5.51,15.2,72.6,24.7,clay loam,blackgram,Good NPK
33.1,92.19,24.93,6.8,109.9,15.3,53.5,coastal,muskmelon,Good NPK
29.45,82.15,47.72,6.2,99.9,13.6,46.0,clay loam,watermelon,Urea and MOP
27.48,57.39,154.92,6.1,103.6,29.5,33.8,alluvial,coffee,Good NPK
27.14,85.05,59.61,6.53,100.0,11.0,45.2,clay loam,watermelon,Urea and MOP
24.61,75.56,193.48,6.77,75.1,49.6,37.7,silty clay,jute,Urea and DAP
24.92,24.74,100.17,6.63,43.5,64.9,65.2,sandy,chickpea,DAP and MOP
24.74,76.68,192.84,6.14,66.9,48.5,39.5,alluvial,jute,Urea and DAP
28.98,80.07,63.43,6.79,17.1,61.3,21.4,alluvial,mungbean,Urea and DAP
11.99,83.18,73.02,6.58,20.3,128.8,207.0,laterite,grapes,DAP and MOP
24.83,75.36,163.38,6.49,65.8,44.4,43.5,Clayey,jute,Urea and DAP
25.63,83.87,54.28,6.88,22.4,63.9,15.2,clay loam,mungbean,Urea and DAP
23.28,90.3,124.61,5.53,22.7,124.1,206.3,clay loam,apple,DAP and MOP
14.43,87.36,74.66,5.71,22.2,139.3,201.9,laterite,grapes,DAP and MOP
27.94,95.34,159.4,7.31,5.7,4.9,4.3,coastal,coconut,MOP
28.6,49.6,53.57,4.09,18.2,55.8,24.2,laterite,mothbeans,DAP and MOP
22.47,64.27,97.12,7.24,86.8,54.4,46.8,clay loam,maize,Good NPK
25.65,93.61,152.37,5.48,5.8,5.6,4.4,sandy,coconut,MOP
18.57,90.27,101.22,6.59,16.4,65.9,35.1,laterite,pomegranate,Urea and MOP
25.35,84.08,181.95,6.12,66.7,49.8,37.9,alluvial,jute,Urea and DAP
34.56,85.47,100.3,5.81,103.0,71.7,53.3,clay loam,banana,Good NPK
27.0,49.41,154.23,5.47,17.3,60.3,20.5,clay loam,pigeonpeas,Good NPK
26.65,61.25,67.29,6.05,20.4,56.7,17.4,clay loam,blackgram,Good NPK
20.63,88.35,196.79,5.98,72.6,41.3,40.4,Clayey,rice,Urea and DAP
28.86,46.07,143.44,5.42,23.5,73.8,15.9,laterite,pigeonpeas,Good NPK
29.7,48.31,98.23,7.01,22.2,17.0,28.4,alluvial,mango,Urea and DAP
19.16,91.07,102.84,6.61,19.8,69.1,35.7,alluvial,pomegranate,Urea and MOP
12.16,80.74,73.44,6.97,21.2,132.5,209.8,alluvial,grapes,DAP and MOP
23.37,93.01,116.88,6.36,17.9,140.5,196.1,alluvial,apple,DAP and MOP
31.32,65.43,68.76,5.69,18.4,74.0,20.3,laterite,blackgram,Good NPK
29.91,90.53,104.29,6.11,18.2,20.6,15.1,coastal,orange,Good NPK
18.78,69.37,99.17,7.02,85.8,51.9,45.2,sandy,maize,Good NPK
24.01,56.55,155.59,6.24,103.3,29.2,25.9,laterite,coffee,Good NPK
28.65,89.34,22.73,6.14,97.8,9.8,50.8,alluvial,muskmelon,DAP
24.98,24.77,108.84,6.74,17.1,74.1,15.1,sandy,kidneybeans,DAP and MOP
14.62,85.57,68.78,6.89,24.6,125.4,202.7,alluvial,grapes,DAP and MOP
30.63,56.48,140.24,6.88,17.0,55.9,16.3,alluvial,pigeonpeas,Good NPK
23.11,64.54,160.78,6.21,104.0,27.3,28.6,laterite,coffee,Good NPK
28.6,90.48,104.66,6.74,17.9,24.0,9.0,coastal,orange,MOP
25.65,83.66,104.13,6.04,114.2,69.9,46.8,Clayey,banana,Good NPK
25.36,49.98,103.97,6.61,23.8,19.3,29.1,laterite,mango,Urea and DAP
15.41,81.03,65.03,5.84,25.0,140.9,208.4,clay loam,grapes,DAP and MOP
19.18,67.52,50.82,7.84,23.5,70.0,17.7,alluvial,lentil,DAP and MOP
